Agency Name,Program Name,Populations Served,Agency Phone,Program Phone,Program Address 1,Program City,Program State,Program Zip,Program County,Program Region,Program Type Description,Program Category Description,Program Subcategory Description,Complete Address,lat,lon
Hillside Children's Center,Customized Community Services,Adolescents,(585)256-7585,(315)703-8700,214 Wyoming Street,Syracuse,NY,13204,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,214 Wyoming Street Syracuse Onondaga NY US 13204,43.0470757142857,-76.1604201428571
Hillside Children's Center,Hillside CENTRAL - HCBW Services,Children Adolescents,(585)256-7585,(315)703-8700x1290,215 Wyoming Street,Syracuse,NY,13204,Onondaga,Central New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,215 Wyoming Street Syracuse Onondaga NY US 13204,43.0471247142857,-76.1602061428571
Hutchings Psychiatric Center,CYS Outpatient Clinic,Children Adolescents,(315)426-3600,(315)426-7741,650 Madison Street,Syracuse,NY,13210,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,650 Madison Street Syracuse Onondaga NY US 13210,43.0452985789474,-76.1392276315789
Hutchings Psychiatric Center,Hutchings PC @ Onondaga CM Services - HHCM,Adults,(315)426-3600,(315)472-7363x102,220 Herald Place,Syracuse,NY,13202,Onondaga,Central New York,Health Home Care Management,Support,Care Coordination,220 Herald Place Syracuse Onondaga NY US 13202,43.0534194693878,-76.1538346734694
Hutchings Psychiatric Center,Long Term Care Community Support,Adults,(315)426-3600,(315)426-5962,650-660 Madison Street,Syracuse,NY,13210,Onondaga,Central New York,Nursing Home Support,Support,General Support,650-660 Madison Street Syracuse Onondaga NY US 13210,43.0452985789474,-76.1392276315789
Hutchings Psychiatric Center,Madison Street Clinic,Adolescents Adults,(315)426-3600,(315)426-7680,650 Madison Street,Syracuse,NY,13210,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,650 Madison Street Syracuse Onondaga NY US 13210,43.0452985789474,-76.1392276315789
Hutchings Psychiatric Center,Member Support Services,Adults,(315)426-3600,(315)426-4767,550 Cedar Street,Syracuse,NY,13210,Onondaga,Central New York,Psychosocial Club,Support,Self-Help,550 Cedar Street Syracuse Onondaga NY US 13210,43.0460825334819,-76.1399378999552
Hutchings Psychiatric Center,Mobile Integration Team,Adults,(315)426-3600,(315)426-3600,1330 E. Washington Street,Syracuse,NY,13210,Onondaga,Central New York,Mobile Integration Team,Support,General Support,1330 E. Washington Street Syracuse Onondaga NY US 13210,43.0492177249374,-76.1291181631676
Hutchings Psychiatric Center,Psychiatric Inpatient Unit,Children Adolescents Adults,(315)426-3600,(315)426-3600,620 Madison Street,Syracuse,NY,13210,Onondaga,Central New York,State Psychiatric Center Inpatient,Inpatient,State Psychiatric Center Inpatient,620 Madison Street Syracuse Onondaga NY US 13210,43.0458998,-76.1413131
Hutchings Psychiatric Center,Recovery Support Team,Adults,(315)426-3600,(315)426-3600,550 Cedar Street,Syracuse,NY,13210,Onondaga,Central New York,On-Site Rehabilitation,Support,General Support,550 Cedar Street Syracuse Onondaga NY US 13210,43.0460825334819,-76.1399378999552
Hutchings Psychiatric Center,Skilled Nursing Facility Enhanced Support Program,Adults,(315)426-3600,(315)426-3600,620 Madison St,Syracuse,NY,13210,Onondaga,Central New York,Nursing Home Support,Support,General Support,620 Madison St Syracuse Onondaga NY US 13210,43.0458998,-76.1413131
Hutchings Psychiatric Center,Sunrise Recovery Center,Adults,(315)426-3600,(315)426-3600,1330 E. Washington Street,Syracuse,NY,13210,Onondaga,Central New York,Peer Wellness Center,Support,Self-Help,1330 E. Washington Street Syracuse Onondaga NY US 13210,43.0492177249374,-76.1291181631676
Hutchings Psychiatric Center,Vocational Services,Adults,(315)426-3600,(315)426-3600,1330 E.Washington Street,Syracuse,NY,13210,Onondaga,Central New York,Assisted Competitive Employment,Support,Vocational,1330 E.Washington Street Syracuse Onondaga NY US 13210,43.0492177249374,-76.1291181631676
Hutchings Psychiatric Center,Washington Street Clinic,Adults,(315)426-3600,(315)426-5950,1330 East Washington Street,Syracuse,NY,13204,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,1330 East Washington Street Syracuse Onondaga NY US 13204,43.0492177249374,-76.1291181631676
Liberty Resources Inc.,Children's HCBS Waiver Individualized Care Coordination,Children Adolescents,(315)425-1004,(315)425-1004x1555,1065 James Street,Syracuse,NY,13203,Onondaga,Central New York,Children's HCBS Waiver Individualized Care Coordination,Support,Care Coordination,1065 James Street Syracuse Onondaga NY US 13203,43.0602614897959,-76.1325631020408
Liberty Resources Inc.,Promise Zone,Children,(315)425-1004,(315)472-4471x1312,1045 James Street,Syracuse,NY,13203,Onondaga,Central New York,School Based Mental Health,Support,Education,1045 James Street Syracuse Onondaga NY US 13203,43.06069075,-76.132974689926
Liberty Resources Inc.,The Brownell Center for Behavioral Health,Children Adolescents Adults,(315)425-1004,(315)472-4471x1312,1045 James Street,Syracuse,NY,13203-2703,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,1045 James Street Syracuse Onondaga NY US 13203-2703,43.06069075,-76.132974689926
NAMI Syracuse Inc.,Self Help Programs,Adults,(315)478-2453,(315)487-2085,917 Avery Avenue,Syracuse,NY,13204,Onondaga,Central New York,Self-Help Programs,Support,Self-Help,917 Avery Avenue Syracuse Onondaga NY US 13204,43.05451,-76.196347
N Y S Conference of Local Mental Health Direc,Systems of Care Learning Collaborative,Not Reported,(518)462-9422,(518)462-9422,41 State Street,Albany,NY,12207,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,41 State Street Albany Onondaga NY US 12207,42.649723,-73.75244
Onondaga Case Mgmnt Services Inc dba Circare,C&Y - HBCI,Children Adolescents,(315)472-7363,(315)472-7363x103,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Home Based Crisis Intervention,Emergency,Crisis,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Forensic/Transition Management,Adults,(315)472-7363,(315)472-7363x161,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Transition Management Services,Support,Care Coordination,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,OCMS Outpatient Behavioral Health Clinic,Adolescents Adults,(315)472-7363,(315)472-7363x400,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Onondaga Case Management ACT Program,Adults,(315)472-7363,(315)472-7363x139,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Onondaga Case Management Services dba HH CM Non MA C&Y,Children Adolescents,(315)472-7363,(315)472-7363,620 Erie Boulevard West,Onondaga,NY,13204,Onondaga,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,620 Erie Boulevard West Onondaga Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Onondaga Case Management Services - HH CM,Adults,(315)472-7363,(315)472-7363,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Health Home Care Management,Support,Care Coordination,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Onondaga Case Management Services - HH Non- Med CM,Adults,(315)472-7363,(315)472-7363,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Onondaga Case Managment dba Circare HH CM C&Y,Children Adolescents,(315)472-7363,(315)472-7363,620 Erie Boulevard West,Onondaga,NY,13204,Onondaga,Central New York,Health Home Care Management,Support,Care Coordination,620 Erie Boulevard West Onondaga Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Parent Partner,Children,(315)472-7363,(315)472-7363x259,620 Erie Blvd. West,Syracuse,NY,13204,Onondaga,Central New York,Family Support Services - Children & Family,Support,General Support,620 Erie Blvd. West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga Case Mgmnt Services Inc dba Circare,Peer Mentor,Adults,(315)472-7363,(315)472-7363x207,620 Erie Boulevard West,Syracuse,NY,13204,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,620 Erie Boulevard West Syracuse Onondaga NY US 13204,43.0493237755102,-76.1639666734694
Onondaga County Department of Mental Health,Family Support - C&Y,Children Adolescents Adults,(315)435-3355,(315)435-7701,530 Cedar Street,Syracuse,NY,13210,Onondaga,Central New York,Family Support Services - Children & Family,Support,General Support,530 Cedar Street Syracuse Onondaga NY US 13210,43.0460896062966,-76.140777139103
Onondaga County Department of Mental Health,Forensic Transitional Care Coordination,Adults,(315)435-3355,(315)435-3355,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Onondaga County Department of Mental Health,Home Based Crisis Intervention,Children Adolescents Adults,(315)435-3355,(315)435-7707,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Home Based Crisis Intervention,Emergency,Crisis,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Onondaga County Department of Mental Health,Jail Pilot Planning & Implementation Program,Not Reported,(315)435-3355,(315)435-3355x4969,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Onondaga County Department of Mental Health,Onondaga County Day Treatment Program,Children Adolescents,(315)435-3355,(315)435-7706,6820 Thompson Road,Syracuse,NY,13211-1321,Onondaga,Central New York,Day Treatment,Outpatient,Day Treatment,6820 Thompson Road Syracuse Onondaga NY US 13211-1321,43.0553801,-76.0830659
Onondaga County Department of Mental Health,Promise Zone,Children Adolescents,(315)435-3355,(315)435-4971,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Promise Zone,Support,Education,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Onondaga County Department of Mental Health,Wrap Program,Not Reported,(315)435-3355,(315)435-3355,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Professional Practice Group - Dept of Psychia,Child and Families Program Specialist,Children Adolescents Adults,(315)464-3119,(315)435-3355,421 Montgomery Street,Syracuse,NY,13202,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,421 Montgomery Street Syracuse Onondaga NY US 13202,43.0457665,-76.1483453211162
Rescue Mission Alliance Inc.,Alice C. Barber Day Center,Adults,(315)472-6251,(315)701-3814,122 Dickerson St.,Syracuse,NY,13202,Onondaga,Central New York,Outreach,Support,General Support,122 Dickerson St. Syracuse Onondaga NY US 13202,43.0444170816327,-76.1549426734694
St. Joseph's Hospital Health Center,Advocacy/Support Services,Children Adolescents Adults,(315)448-5880,(315)703-2700,742 James Street,Syracuse,NY,13203,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,742 James Street Syracuse Onondaga NY US 13203,43.05522685,-76.1411135628039
St. Joseph's Hospital Health Center,St. Joseph's Child and Family Outpatient Clinic,Children Adolescents Adults,(315)448-5880,(315)703-2800,742 James Street,Syracuse,NY,13203-2017,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,742 James Street Syracuse Onondaga NY US 13203-2017,43.05522685,-76.1411135628039
St. Joseph's Hospital Health Center,St. Joseph's CPEP,Children Adolescents Adults,(315)448-5880,(315)448-6555,301 Prospect Avenue,Syracuse,NY,13203-1807,Onondaga,Central New York,CPEP Crisis Intervention,Emergency,Comprehensive Psychiatric Emergency Program,301 Prospect Avenue Syracuse Onondaga NY US 13203-1807,43.0557698,-76.1493718862051
St. Joseph's Hospital Health Center,St. Joseph's Hospital Adult/Adolescent Clinic,Children Adolescents Adults,(315)448-5880,(315)703-2700,742 James Street,Syracuse,NY,13203-2017,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,742 James Street Syracuse Onondaga NY US 13203-2017,43.05522685,-76.1411135628039
St. Joseph's Hospital Health Center,St. Joseph's Hospital Health Center PROS,Adults,(315)448-5880,(315)448-5111,742 James Street,Syracuse,NY,13203-2017,Onondaga,Central New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,742 James Street Syracuse Onondaga NY US 13203-2017,43.05522685,-76.1411135628039
St. Joseph's Hospital Health Center,St. Joseph's Inpatient Psychiatric Services,Adults,(315)448-5880,(315)448-5360,301 Prospect Avenue,Syracuse,NY,13203,Onondaga,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,301 Prospect Avenue Syracuse Onondaga NY US 13203,43.0557698,-76.1493718862051
SUNY Health Science Center-University Hospita,Outpatient Psychiatry Clinic,Children Adolescents Adults,(315)464-4240,(315)464-3100,713 Harrison Street,Syracuse,NY,13210,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,713 Harrison Street Syracuse Onondaga NY US 13210,43.0444262383066,-76.141286539096
SUNY Health Science Center-University Hospita,SUNY Health Science Center Psychiatric Inpatient Unit,Adults,(315)464-4240,(315)464-9099,750 East Adams Street,Syracuse,NY,13210-2306,Onondaga,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,750 East Adams Street Syracuse Onondaga NY US 13210-2306,43.0408333,-76.1391667
SUNY Health Science Center-University Hospita,Upstate University Hospital at Community General IP Unit,Adults,(315)464-4240,(315)492-5694,4900 Broad Road,Syracuse,NY,13215-2265,Onondaga,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,4900 Broad Road Syracuse Onondaga NY US 13215-2265,43.00726375,-76.1680835322594
Syracuse Brick House Inc.,SBH Mental Health Clinic,Adults,(315)474-5506,(315)471-1564,329 North Salina Street,Syracuse,NY,13203-1703,Onondaga,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,329 North Salina Street Syracuse Onondaga NY US 13203-1703,43.0557982222222,-76.1521919166667
The Salvation Army of the Syracuse Area,Advocacy Service,Children Adolescents Adults,(315)475-1688,(315)479-1144,667 S. Salina Street,Syracuse,NY,13202-3532,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,667 S. Salina Street Syracuse Onondaga NY US 13202-3532,43.0417615897436,-76.1512380897436
The Salvation Army of the Syracuse Area,Barnabas Crisis Outreach,Children Adolescents,(315)475-1688,(315)475-9744,1941 S. Salina Street,Syracuse,NY,13205-1354,Onondaga,Central New York,Outreach,Support,General Support,1941 S. Salina Street Syracuse Onondaga NY US 13205-1354,43.0275378979592,-76.1461091428571
YWCA of Syracuse & Onondaga County,YWCA Women's Residence Program,Adults,(315)424-0040,(315)424-0040,300 Burt Street,Syracuse,NY,13202,Onondaga,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,300 Burt Street Syracuse Onondaga NY US 13202,43.0379065,-76.1465051
Clifton Springs Hospital and Clinic,Clifton Springs Hospital Clinic Treatment Program,Adults,(315)462-9561,(315)462-1050,2 Coulter Road,Clifton Springs,NY,14432-1122,Ontario,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,2 Coulter Road Clifton Springs Ontario NY US 14432-1122,42.9594322,-77.1365792218161
Clifton Springs Hospital and Clinic,Clifton Springs Hospital Psychiatric Inpatient Unit,Adults,(315)462-9561,(315)462-2022,2 Coulter Road,Clifton Springs,NY,14432-1122,Ontario,Western New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,2 Coulter Road Clifton Springs Ontario NY US 14432-1122,42.9594322,-77.1365792218161
